State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
OK,OK,2017,May,Psychostimulants with abuse potential (T43.6),286,287,100,0.00517022981671535,Underreported due to incomplete data
OK,OK,2017,June,Psychostimulants with abuse potential (T43.6),294,296,100,0.00514562107646393,Underreported due to incomplete data
OK,OK,2017,July,Psychostimulants with abuse potential (T43.6),300,305,100,0.00512886267470189,Underreported due to incomplete data
OK,OK,2017,August,Psychostimulants with abuse potential (T43.6),293,299,100,0.00512820512820513,Underreported due to incomplete data
OK,OK,2017,September,Psychostimulants with abuse potential (T43.6),296,303,100,0.00255990169977473,Underreported due to incomplete data
OK,OK,2017,October,Psychostimulants with abuse potential (T43.6),290,295,100,0.00511103728501699,Underreported due to incomplete data
OK,OK,2017,November,Psychostimulants with abuse potential (T43.6),287,290,100,0.00509087206638497,Underreported due to incomplete data
OK,OK,2017,December,Psychostimulants with abuse potential (T43.6),278,278,100,0.00508672872475711,Underreported due to incomplete data
OK,OK,2018,January,Psychostimulants with abuse potential (T43.6),276,278,100,0.00502134069796636,Underreported due to incomplete data
OK,OK,2018,February,Psychostimulants with abuse potential (T43.6),276,278,100,0.0150138878462578,Underreported due to incomplete data
OK,OK,2018,March,Psychostimulants with abuse potential (T43.6),287,290,100,0.0250639129780941,Underreported due to incomplete data
OK,OK,2018,April,Psychostimulants with abuse potential (T43.6),284,288,100,0.0525709708105943,Underreported due to incomplete data
OK,OK,2015,January,"Synthetic opioids, excl. methadone (T40.4)",72,73,100,0.0211707420345083,
OK,OK,2015,February,"Synthetic opioids, excl. methadone (T40.4)",78,79,100,0.0184317236294697,
OK,OK,2015,March,"Synthetic opioids, excl. methadone (T40.4)",76,77,100,0.0184002313171937,
OK,OK,2015,April,"Synthetic opioids, excl. methadone (T40.4)",81,82,100,0.0184181445034994,
OK,OK,2015,May,"Synthetic opioids, excl. methadone (T40.4)",79,80,100,0.0184273567273014,
OK,OK,2015,June,"Synthetic opioids, excl. methadone (T40.4)",89,91,100,0.023597891921655,
OK,OK,2015,July,"Synthetic opioids, excl. methadone (T40.4)",93,95,100,0.0209462466944204,
OK,OK,2015,August,"Synthetic opioids, excl. methadone (T40.4)",89,90,100,0.0156702969521272,
OK,OK,2015,September,"Synthetic opioids, excl. methadone (T40.4)",87,89,100,0.0183040033470178,
OK,OK,2015,October,"Synthetic opioids, excl. methadone (T40.4)",92,94,100,0.01829587036069,
OK,OK,2015,November,"Synthetic opioids, excl. methadone (T40.4)",94,96,100,0.0208997335283975,
OK,OK,2015,December,"Synthetic opioids, excl. methadone (T40.4)",92,94,100,0.0182667466924141,
OK,OK,2016,January,"Synthetic opioids, excl. methadone (T40.4)",93,95,100,0.0184070051802572,
OK,OK,2016,February,"Synthetic opioids, excl. methadone (T40.4)",93,95,100,0.0184521299029945,
OK,OK,2016,March,"Synthetic opioids, excl. methadone (T40.4)",96,98,100,0.021157304559399098,
OK,OK,2016,April,"Synthetic opioids, excl. methadone (T40.4)",95,97,100,0.0237818412429976,
OK,OK,2016,May,"Synthetic opioids, excl. methadone (T40.4)",102,104,100,0.0263102504735845,
OK,OK,2016,June,"Synthetic opioids, excl. methadone (T40.4)",90,92,100,0.0211422077750469,
OK,OK,2016,July,"Synthetic opioids, excl. methadone (T40.4)",89,91,100,0.0211657009815594,
OK,OK,2016,August,"Synthetic opioids, excl. methadone (T40.4)",97,99,100,0.0211115216129203,
OK,OK,2016,September,"Synthetic opioids, excl. methadone (T40.4)",99,101,100,0.0210277303193587,
OK,OK,2016,October,"Synthetic opioids, excl. methadone (T40.4)",91,93,100,0.015770797739519,
OK,OK,2016,November,"Synthetic opioids, excl. methadone (T40.4)",88,89,100,0.0131440588853838,
OK,OK,2016,December,"Synthetic opioids, excl. methadone (T40.4)",95,97,100,0.0130992926381975,
OK,OK,2017,January,"Synthetic opioids, excl. methadone (T40.4)",102,102,100,0.0130398497809305,Underreported due to incomplete data
OK,OK,2017,February,"Synthetic opioids, excl. methadone (T40.4)",105,106,100,0.0129812809928084,Underreported due to incomplete data
OK,OK,2017,March,"Synthetic opioids, excl. methadone (T40.4)",105,106,100,0.0103584006629376,Underreported due to incomplete data
OK,OK,2017,April,"Synthetic opioids, excl. methadone (T40.4)",109,110,100,0.0077435341489856,Underreported due to incomplete data
OK,OK,2017,May,"Synthetic opioids, excl. methadone (T40.4)",103,104,100,0.00517022981671535,Underreported due to incomplete data
OK,OK,2017,June,"Synthetic opioids, excl. methadone (T40.4)",103,105,100,0.00514562107646393,Underreported due to incomplete data
OK,OK,2017,July,"Synthetic opioids, excl. methadone (T40.4)",106,109,100,0.00512886267470189,Underreported due to incomplete data
OK,OK,2017,August,"Synthetic opioids, excl. methadone (T40.4)",101,103,100,0.00512820512820513,Underreported due to incomplete data
OK,OK,2017,September,"Synthetic opioids, excl. methadone (T40.4)",103,105,100,0.00255990169977473,Underreported due to incomplete data
OK,OK,2017,October,"Synthetic opioids, excl. methadone (T40.4)",101,103,100,0.00511103728501699,Underreported due to incomplete data
OK,OK,2017,November,"Synthetic opioids, excl. methadone (T40.4)",102,103,100,0.00509087206638497,Underreported due to incomplete data
OK,OK,2017,December,"Synthetic opioids, excl. methadone (T40.4)",97,97,100,0.00508672872475711,Underreported due to incomplete data
OK,OK,2018,January,"Synthetic opioids, excl. methadone (T40.4)",94,94,100,0.00502134069796636,Underreported due to incomplete data
OK,OK,2018,February,"Synthetic opioids, excl. methadone (T40.4)",85,86,100,0.0150138878462578,Underreported due to incomplete data
OK,OK,2018,March,"Synthetic opioids, excl. methadone (T40.4)",82,83,100,0.0250639129780941,Underreported due to incomplete data
OK,OK,2018,April,"Synthetic opioids, excl. methadone (T40.4)",77,79,100,0.0525709708105943,Underreported due to incomplete data
OR,OR,2015,January,Cocaine (T40.5),20,21,100,0.0232477042892014,
OR,OR,2015,February,Cocaine (T40.5),19,20,100,0.0230906886797899,
OR,OR,2015,March,Cocaine (T40.5),18,19,100,0.0230063555057085,
OR,OR,2015,April,Cocaine (T40.5),18,19,100,0.0200469671802509,
OR,OR,2015,May,Cocaine (T40.5),14,15,100,0.0199101200295808,
OR,OR,2015,June,Cocaine (T40.5),19,20,100,0.0226269940038466,
OR,OR,2015,July,Cocaine (T40.5),21,22,100,0.0225542712151114,
OR,OR,2015,August,Cocaine (T40.5),22,23,100,0.0225441018993406,
OR,OR,2015,September,Cocaine (T40.5),23,24,100,0.0196822718965275,
OR,OR,2015,October,Cocaine (T40.5),24,25,100,0.0169090294217112,
OR,OR,2015,November,Cocaine (T40.5),24,25,100,0.0140335120267198,
OR,OR,2015,December,Cocaine (T40.5),24,25,100,0.0223888951080264,
OR,OR,2016,January,Cocaine (T40.5),23,24,100,0.0225206204430932,
OR,OR,2016,February,Cocaine (T40.5),22,23,100,0.0253857219417257,
OR,OR,2016,March,Cocaine (T40.5),22,23,100,0.0280930441622654,
OR,OR,2016,April,Cocaine (T40.5),23,24,100,0.0309153761839184,
OR,OR,2016,May,Cocaine (T40.5),25,26,100,0.0451098142039527,
OR,OR,2016,June,Cocaine (T40.5),21,22,100,0.0480239554789683,
OR,OR,2016,July,Cocaine (T40.5),20,21,100,0.0535694146836585,
OR,OR,2016,August,Cocaine (T40.5),24,25,100,0.0534097936695339,
OR,OR,2016,September,Cocaine (T40.5),28,30,100,0.0590767153346274,
OR,OR,2016,October,Cocaine (T40.5),30,32,100,0.0616453709930509,
OR,OR,2016,November,Cocaine (T40.5),31,33,100,0.0644835707076371,
OR,OR,2016,December,Cocaine (T40.5),30,32,100,0.0723871039590178,
OR,OR,2017,January,Cocaine (T40.5),29,30,100,0.0738794943359054,Underreported due to incomplete data
OR,OR,2017,February,Cocaine (T40.5),30,31,100,0.0708504782407281,Underreported due to incomplete data
OR,OR,2017,March,Cocaine (T40.5),31,32,100,0.0736959903922264,Underreported due to incomplete data
OR,OR,2017,April,Cocaine (T40.5),35,37,100,0.079006157031548,Underreported due to incomplete data
OR,OR,2017,May,Cocaine (T40.5),35,37,100,0.0651713463313963,Underreported due to incomplete data
OR,OR,2017,June,Cocaine (T40.5),37,39,100,0.0624101158657368,Underreported due to incomplete data
OR,OR,2017,July,Cocaine (T40.5),39,41,100,0.0596480763495377,Underreported due to incomplete data
OR,OR,2017,August,Cocaine (T40.5),35,37,100,0.0623188013114043,Underreported due to incomplete data
OR,OR,2017,September,Cocaine (T40.5),30,32,100,0.0569924281488317,Underreported due to incomplete data
OR,OR,2017,October,Cocaine (T40.5),33,35,100,0.0541345242928678,Underreported due to incomplete data
OR,OR,2017,November,Cocaine (T40.5),32,34,100,0.0542549439817703,Underreported due to incomplete data
OR,OR,2017,December,Cocaine (T40.5),36,38,100,0.0490449851502684,Underreported due to incomplete data
OR,OR,2018,January,Cocaine (T40.5),37,39,100,0.0466789313270546,Underreported due to incomplete data
OR,OR,2018,February,Cocaine (T40.5),41,43,100,0.0525486074619023,Underreported due to incomplete data
OR,OR,2018,March,Cocaine (T40.5),46,48,100,0.0496141124586549,Underreported due to incomplete data
OR,OR,2018,April,Cocaine (T40.5),47,49,100,0.0577637188832348,Underreported due to incomplete data
OR,OR,2015,January,Heroin (T40.1),126,127,100,0.0232477042892014,
OR,OR,2015,February,Heroin (T40.1),128,129,100,0.0230906886797899,
OR,OR,2015,March,Heroin (T40.1),125,126,100,0.0230063555057085,
OR,OR,2015,April,Heroin (T40.1),126,127,100,0.0200469671802509,
OR,OR,2015,May,Heroin (T40.1),113,114,100,0.0199101200295808,
OR,OR,2015,June,Heroin (T40.1),117,118,100,0.0226269940038466,
OR,OR,2015,July,Heroin (T40.1),116,117,100,0.0225542712151114,
OR,OR,2015,August,Heroin (T40.1),116,117,100,0.0225441018993406,
OR,OR,2015,September,Heroin (T40.1),120,121,100,0.0196822718965275,
OR,OR,2015,October,Heroin (T40.1),117,118,100,0.0169090294217112,
OR,OR,2015,November,Heroin (T40.1),111,112,100,0.0140335120267198,
OR,OR,2015,December,Heroin (T40.1),106,107,100,0.0223888951080264,
OR,OR,2016,January,Heroin (T40.1),109,110,100,0.0225206204430932,
OR,OR,2016,February,Heroin (T40.1),111,112,100,0.0253857219417257,
OR,OR,2016,March,Heroin (T40.1),110,111,100,0.0280930441622654,
OR,OR,2016,April,Heroin (T40.1),112,113,100,0.0309153761839184,
OR,OR,2016,May,Heroin (T40.1),118,119,100,0.0451098142039527,
OR,OR,2016,June,Heroin (T40.1),121,123,100,0.0480239554789683,
OR,OR,2016,July,Heroin (T40.1),121,123,100,0.0535694146836585,
OR,OR,2016,August,Heroin (T40.1),121,123,100,0.0534097936695339,
OR,OR,2016,September,Heroin (T40.1),119,121,100,0.0590767153346274,
OR,OR,2016,October,Heroin (T40.1),113,115,100,0.0616453709930509,
OR,OR,2016,November,Heroin (T40.1),113,115,100,0.0644835707076371,
OR,OR,2016,December,Heroin (T40.1),113,115,100,0.0723871039590178,
OR,OR,2017,January,Heroin (T40.1),108,109,100,0.0738794943359054,Underreported due to incomplete data
OR,OR,2017,February,Heroin (T40.1),110,112,100,0.0708504782407281,Underreported due to incomplete data
OR,OR,2017,March,Heroin (T40.1),111,112,100,0.0736959903922264,Underreported due to incomplete data
OR,OR,2017,April,Heroin (T40.1),112,113,100,0.079006157031548,Underreported due to incomplete data
OR,OR,2017,May,Heroin (T40.1),112,113,100,0.0651713463313963,Underreported due to incomplete data
OR,OR,2017,June,Heroin (T40.1),102,103,100,0.0624101158657368,Underreported due to incomplete data
OR,OR,2017,July,Heroin (T40.1),99,101,100,0.0596480763495377,Underreported due to incomplete data
OR,OR,2017,August,Heroin (T40.1),99,101,100,0.0623188013114043,Underreported due to incomplete data
OR,OR,2017,September,Heroin (T40.1),99,101,100,0.0569924281488317,Underreported due to incomplete data
OR,OR,2017,October,Heroin (T40.1),107,109,100,0.0541345242928678,Underreported due to incomplete data
OR,OR,2017,November,Heroin (T40.1),114,116,100,0.0542549439817703,Underreported due to incomplete data
OR,OR,2017,December,Heroin (T40.1),119,120,100,0.0490449851502684,Underreported due to incomplete data
OR,OR,2018,January,Heroin (T40.1),123,124,100,0.0466789313270546,Underreported due to incomplete data
OR,OR,2018,February,Heroin (T40.1),119,120,100,0.0525486074619023,Underreported due to incomplete data
OR,OR,2018,March,Heroin (T40.1),119,120,100,0.0496141124586549,Underreported due to incomplete data
OR,OR,2018,April,Heroin (T40.1),124,125,100,0.0577637188832348,Underreported due to incomplete data
OR,OR,2015,January,Methadone (T40.3),62,63,100,0.0232477042892014,
OR,OR,2015,February,Methadone (T40.3),62,63,100,0.0230906886797899,
OR,OR,2015,March,Methadone (T40.3),63,64,100,0.0230063555057085,
OR,OR,2015,April,Methadone (T40.3),65,66,100,0.0200469671802509,
OR,OR,2015,May,Methadone (T40.3),61,62,100,0.0199101200295808,
OR,OR,2015,June,Methadone (T40.3),60,61,100,0.0226269940038466,
OR,OR,2015,July,Methadone (T40.3),60,61,100,0.0225542712151114,
OR,OR,2015,August,Methadone (T40.3),61,62,100,0.0225441018993406,
OR,OR,2015,September,Methadone (T40.3),70,71,100,0.0196822718965275,
OR,OR,2015,October,Methadone (T40.3),71,72,100,0.0169090294217112,
OR,OR,2015,November,Methadone (T40.3),68,69,100,0.0140335120267198,
OR,OR,2015,December,Methadone (T40.3),69,70,100,0.0223888951080264,
OR,OR,2016,January,Methadone (T40.3),65,66,100,0.0225206204430932,
OR,OR,2016,February,Methadone (T40.3),63,64,100,0.0253857219417257,
OR,OR,2016,March,Methadone (T40.3),64,65,100,0.0280930441622654,
OR,OR,2016,April,Methadone (T40.3),61,62,100,0.0309153761839184,
OR,OR,2016,May,Methadone (T40.3),59,60,100,0.0451098142039527,
OR,OR,2016,June,Methadone (T40.3),52,53,100,0.0480239554789683,
OR,OR,2016,July,Methadone (T40.3),51,52,100,0.0535694146836585,
OR,OR,2016,August,Methadone (T40.3),48,49,100,0.0534097936695339,
OR,OR,2016,September,Methadone (T40.3),38,39,100,0.0590767153346274,
OR,OR,2016,October,Methadone (T40.3),37,38,100,0.0616453709930509,
OR,OR,2016,November,Methadone (T40.3),39,40,100,0.0644835707076371,
OR,OR,2016,December,Methadone (T40.3),41,42,100,0.0723871039590178,
OR,OR,2017,January,Methadone (T40.3),41,42,100,0.0738794943359054,Underreported due to incomplete data
OR,OR,2017,February,Methadone (T40.3),44,45,100,0.0708504782407281,Underreported due to incomplete data
OR,OR,2017,March,Methadone (T40.3),39,40,100,0.0736959903922264,Underreported due to incomplete data
OR,OR,2017,April,Methadone (T40.3),36,37,100,0.079006157031548,Underreported due to incomplete data
OR,OR,2017,May,Methadone (T40.3),40,41,100,0.0651713463313963,Underreported due to incomplete data
OR,OR,2017,June,Methadone (T40.3),45,46,100,0.0624101158657368,Underreported due to incomplete data
OR,OR,2017,July,Methadone (T40.3),44,45,100,0.0596480763495377,Underreported due to incomplete data
OR,OR,2017,August,Methadone (T40.3),45,46,100,0.0623188013114043,Underreported due to incomplete data
OR,OR,2017,September,Methadone (T40.3),47,48,100,0.0569924281488317,Underreported due to incomplete data
OR,OR,2017,October,Methadone (T40.3),47,48,100,0.0541345242928678,Underreported due to incomplete data
OR,OR,2017,November,Methadone (T40.3),42,43,100,0.0542549439817703,Underreported due to incomplete data
OR,OR,2017,December,Methadone (T40.3),38,39,100,0.0490449851502684,Underreported due to incomplete data
OR,OR,2018,January,Methadone (T40.3),39,40,100,0.0466789313270546,Underreported due to incomplete data
OR,OR,2018,February,Methadone (T40.3),36,37,100,0.0525486074619023,Underreported due to incomplete data
OR,OR,2018,March,Methadone (T40.3),40,41,100,0.0496141124586549,Underreported due to incomplete data
OR,OR,2018,April,Methadone (T40.3),41,42,100,0.0577637188832348,Underreported due to incomplete data
OR,OR,2015,January,Natural & semi-synthetic opioids (T40.2),134,136,100,0.0232477042892014,
OR,OR,2015,February,Natural & semi-synthetic opioids (T40.2),136,138,100,0.0230906886797899,
OR,OR,2015,March,Natural & semi-synthetic opioids (T40.2),135,137,100,0.0230063555057085,
OR,OR,2015,April,Natural & semi-synthetic opioids (T40.2),133,135,100,0.0200469671802509,
OR,OR,2015,May,Natural & semi-synthetic opioids (T40.2),134,136,100,0.0199101200295808,
OR,OR,2015,June,Natural & semi-synthetic opioids (T40.2),138,140,100,0.0226269940038466,
OR,OR,2015,July,Natural & semi-synthetic opioids (T40.2),136,138,100,0.0225542712151114,
OR,OR,2015,August,Natural & semi-synthetic opioids (T40.2),148,150,100,0.0225441018993406,
OR,OR,2015,September,Natural & semi-synthetic opioids (T40.2),148,150,100,0.0196822718965275,
OR,OR,2015,October,Natural & semi-synthetic opioids (T40.2),150,152,100,0.0169090294217112,
OR,OR,2015,November,Natural & semi-synthetic opioids (T40.2),157,159,100,0.0140335120267198,
OR,OR,2015,December,Natural & semi-synthetic opioids (T40.2),147,149,100,0.0223888951080264,
OR,OR,2016,January,Natural & semi-synthetic opioids (T40.2),139,141,100,0.0225206204430932,
OR,OR,2016,February,Natural & semi-synthetic opioids (T40.2),142,144,100,0.0253857219417257,
OR,OR,2016,March,Natural & semi-synthetic opioids (T40.2),142,144,100,0.0280930441622654,
OR,OR,2016,April,Natural & semi-synthetic opioids (T40.2),148,150,100,0.0309153761839184,
OR,OR,2016,May,Natural & semi-synthetic opioids (T40.2),153,156,100,0.0451098142039527,
OR,OR,2016,June,Natural & semi-synthetic opioids (T40.2),146,149,100,0.0480239554789683,
OR,OR,2016,July,Natural & semi-synthetic opioids (T40.2),146,149,100,0.0535694146836585,
OR,OR,2016,August,Natural & semi-synthetic opioids (T40.2),136,139,100,0.0534097936695339,
OR,OR,2016,September,Natural & semi-synthetic opioids (T40.2),136,139,100,0.0590767153346274,
OR,OR,2016,October,Natural & semi-synthetic opioids (T40.2),132,135,100,0.0616453709930509,
OR,OR,2016,November,Natural & semi-synthetic opioids (T40.2),129,132,100,0.0644835707076371,
OR,OR,2016,December,Natural & semi-synthetic opioids (T40.2),130,133,100,0.0723871039590178,
OR,OR,2017,January,Natural & semi-synthetic opioids (T40.2),135,137,100,0.0738794943359054,Underreported due to incomplete data
OR,OR,2017,February,Natural & semi-synthetic opioids (T40.2),137,140,100,0.0708504782407281,Underreported due to incomplete data
OR,OR,2017,March,Natural & semi-synthetic opioids (T40.2),134,137,100,0.0736959903922264,Underreported due to incomplete data
OR,OR,2017,April,Natural & semi-synthetic opioids (T40.2),127,130,100,0.079006157031548,Underreported due to incomplete data
OR,OR,2017,May,Natural & semi-synthetic opioids (T40.2),117,119,100,0.0651713463313963,Underreported due to incomplete data
OR,OR,2017,June,Natural & semi-synthetic opioids (T40.2),118,120,100,0.0624101158657368,Underreported due to incomplete data
OR,OR,2017,July,Natural & semi-synthetic opioids (T40.2),117,120,100,0.0596480763495377,Underreported due to incomplete data
OR,OR,2017,August,Natural & semi-synthetic opioids (T40.2),122,126,100,0.0623188013114043,Underreported due to incomplete data
OR,OR,2017,September,Natural & semi-synthetic opioids (T40.2),118,121,100,0.0569924281488317,Underreported due to incomplete data
OR,OR,2017,October,Natural & semi-synthetic opioids (T40.2),121,124,100,0.0541345242928678,Underreported due to incomplete data
OR,OR,2017,November,Natural & semi-synthetic opioids (T40.2),122,125,100,0.0542549439817703,Underreported due to incomplete data
OR,OR,2017,December,Natural & semi-synthetic opioids (T40.2),125,126,100,0.0490449851502684,Underreported due to incomplete data
OR,OR,2018,January,Natural & semi-synthetic opioids (T40.2),127,128,100,0.0466789313270546,Underreported due to incomplete data
OR,OR,2018,February,Natural & semi-synthetic opioids (T40.2),119,121,100,0.0525486074619023,Underreported due to incomplete data
OR,OR,2018,March,Natural & semi-synthetic opioids (T40.2),120,122,100,0.0496141124586549,Underreported due to incomplete data
OR,OR,2018,April,Natural & semi-synthetic opioids (T40.2),127,129,100,0.0577637188832348,Underreported due to incomplete data
OR,OR,2015,January,Number of Deaths,34412,,100,0.0232477042892014,
OR,OR,2015,February,Number of Deaths,34646,,100,0.0230906886797899,
OR,OR,2015,March,Number of Deaths,34773,,100,0.0230063555057085,
OR,OR,2015,April,Number of Deaths,34918,,100,0.0200469671802509,
OR,OR,2015,May,Number of Deaths,35158,,100,0.0199101200295808,
OR,OR,2015,June,Number of Deaths,35356,,100,0.0226269940038466,
OR,OR,2015,July,Number of Deaths,35470,,100,0.0225542712151114,
OR,OR,2015,August,Number of Deaths,35486,,100,0.0225441018993406,
OR,OR,2015,September,Number of Deaths,35565,,100,0.0196822718965275,
OR,OR,2015,October,Number of Deaths,35484,,100,0.0169090294217112,
OR,OR,2015,November,Number of Deaths,35629,,100,0.0140335120267198,
OR,OR,2015,December,Number of Deaths,35732,,100,0.0223888951080264,
OR,OR,2016,January,Number of Deaths,35523,,100,0.0225206204430932,
OR,OR,2016,February,Number of Deaths,35453,,100,0.0253857219417257,
OR,OR,2016,March,Number of Deaths,35596,,100,0.0280930441622654,
OR,OR,2016,April,Number of Deaths,35581,,100,0.0309153761839184,
OR,OR,2016,May,Number of Deaths,35469,,100,0.0451098142039527,
OR,OR,2016,June,Number of Deaths,35399,,100,0.0480239554789683,
OR,OR,2016,July,Number of Deaths,35468,,100,0.0535694146836585,
OR,OR,2016,August,Number of Deaths,35574,,100,0.0534097936695339,
OR,OR,2016,September,Number of Deaths,35547,,100,0.0590767153346274,
OR,OR,2016,October,Number of Deaths,35688,,100,0.0616453709930509,
OR,OR,2016,November,Number of Deaths,35668,,100,0.0644835707076371,
OR,OR,2016,December,Number of Deaths,35918,,100,0.0723871039590178,
OR,OR,2017,January,Number of Deaths,36546,,100,0.0738794943359054,Underreported due to incomplete data
OR,OR,2017,February,Number of Deaths,36697,,100,0.0708504782407281,Underreported due to incomplete data
OR,OR,2017,March,Number of Deaths,36637,,100,0.0736959903922264,Underreported due to incomplete data
OR,OR,2017,April,Number of Deaths,36706,,100,0.079006157031548,Underreported due to incomplete data
OR,OR,2017,May,Number of Deaths,36826,,100,0.0651713463313963,Underreported due to incomplete data
OR,OR,2017,June,Number of Deaths,36853,,100,0.0624101158657368,Underreported due to incomplete data
OR,OR,2017,July,Number of Deaths,36883,,100,0.0596480763495377,Underreported due to incomplete data
OR,OR,2017,August,Number of Deaths,36907,,100,0.0623188013114043,Underreported due to incomplete data
OR,OR,2017,September,Number of Deaths,36847,,100,0.0569924281488317,Underreported due to incomplete data
OR,OR,2017,October,Number of Deaths,36945,,100,0.0541345242928678,Underreported due to incomplete data
OR,OR,2017,November,Number of Deaths,36863,,100,0.0542549439817703,Underreported due to incomplete data
OR,OR,2017,December,Number of Deaths,36701,,100,0.0490449851502684,Underreported due to incomplete data
OR,OR,2018,January,Number of Deaths,36419,,100,0.0466789313270546,Underreported due to incomplete data
OR,OR,2018,February,Number of Deaths,36157,,100,0.0525486074619023,Underreported due to incomplete data
OR,OR,2018,March,Number of Deaths,36280,,100,0.0496141124586549,Underreported due to incomplete data
OR,OR,2018,April,Number of Deaths,36355,,100,0.0577637188832348,Underreported due to incomplete data
OR,OR,2015,January,Number of Drug Overdose Deaths,520,524,100,0.0232477042892014,
OR,OR,2015,February,Number of Drug Overdose Deaths,519,523,100,0.0230906886797899,
OR,OR,2015,March,Number of Drug Overdose Deaths,515,519,100,0.0230063555057085,
OR,OR,2015,April,Number of Drug Overdose Deaths,517,521,100,0.0200469671802509,
OR,OR,2015,May,Number of Drug Overdose Deaths,501,505,100,0.0199101200295808,
OR,OR,2015,June,Number of Drug Overdose Deaths,506,510,100,0.0226269940038466,
OR,OR,2015,July,Number of Drug Overdose Deaths,502,506,100,0.0225542712151114,
OR,OR,2015,August,Number of Drug Overdose Deaths,515,519,100,0.0225441018993406,
OR,OR,2015,September,Number of Drug Overdose Deaths,523,527,100,0.0196822718965275,
OR,OR,2015,October,Number of Drug Overdose Deaths,510,514,100,0.0169090294217112,
OR,OR,2015,November,Number of Drug Overdose Deaths,504,507,100,0.0140335120267198,
OR,OR,2015,December,Number of Drug Overdose Deaths,497,501,100,0.0223888951080264,
OR,OR,2016,January,Number of Drug Overdose Deaths,491,495,100,0.0225206204430932,
OR,OR,2016,February,Number of Drug Overdose Deaths,495,499,100,0.0253857219417257,
OR,OR,2016,March,Number of Drug Overdose Deaths,503,508,100,0.0280930441622654,
OR,OR,2016,April,Number of Drug Overdose Deaths,510,515,100,0.0309153761839184,
OR,OR,2016,May,Number of Drug Overdose Deaths,525,531,100,0.0451098142039527,
OR,OR,2016,June,Number of Drug Overdose Deaths,521,528,100,0.0480239554789683,
OR,OR,2016,July,Number of Drug Overdose Deaths,511,518,100,0.0535694146836585,
OR,OR,2016,August,Number of Drug Overdose Deaths,495,502,100,0.0534097936695339,
OR,OR,2016,September,Number of Drug Overdose Deaths,488,495,100,0.0590767153346274,
OR,OR,2016,October,Number of Drug Overdose Deaths,483,490,100,0.0616453709930509,
OR,OR,2016,November,Number of Drug Overdose Deaths,484,492,100,0.0644835707076371,
OR,OR,2016,December,Number of Drug Overdose Deaths,496,504,100,0.0723871039590178,
OR,OR,2017,January,Number of Drug Overdose Deaths,504,508,100,0.0738794943359054,Underreported due to incomplete data
OR,OR,2017,February,Number of Drug Overdose Deaths,512,518,100,0.0708504782407281,Underreported due to incomplete data
OR,OR,2017,March,Number of Drug Overdose Deaths,504,510,100,0.0736959903922264,Underreported due to incomplete data
OR,OR,2017,April,Number of Drug Overdose Deaths,507,514,100,0.079006157031548,Underreported due to incomplete data
OR,OR,2017,May,Number of Drug Overdose Deaths,501,507,100,0.0651713463313963,Underreported due to incomplete data
OR,OR,2017,June,Number of Drug Overdose Deaths,494,502,100,0.0624101158657368,Underreported due to incomplete data
OR,OR,2017,July,Number of Drug Overdose Deaths,504,513,100,0.0596480763495377,Underreported due to incomplete data
OR,OR,2017,August,Number of Drug Overdose Deaths,517,528,100,0.0623188013114043,Underreported due to incomplete data
OR,OR,2017,September,Number of Drug Overdose Deaths,529,540,100,0.0569924281488317,Underreported due to incomplete data
OR,OR,2017,October,Number of Drug Overdose Deaths,546,555,100,0.0541345242928678,Underreported due to incomplete data
OR,OR,2017,November,Number of Drug Overdose Deaths,547,555,100,0.0542549439817703,Underreported due to incomplete data
OR,OR,2017,December,Number of Drug Overdose Deaths,534,538,100,0.0490449851502684,Underreported due to incomplete data
OR,OR,2018,January,Number of Drug Overdose Deaths,543,545,100,0.0466789313270546,Underreported due to incomplete data
OR,OR,2018,February,Number of Drug Overdose Deaths,533,538,100,0.0525486074619023,Underreported due to incomplete data
OR,OR,2018,March,Number of Drug Overdose Deaths,543,548,100,0.0496141124586549,Underreported due to incomplete data
OR,OR,2018,April,Number of Drug Overdose Deaths,549,555,100,0.0577637188832348,Underreported due to incomplete data
OR,OR,2015,January,"Opioids (T40.0-T40.4,T40.6)",340,343,100,0.0232477042892014,
OR,OR,2015,February,"Opioids (T40.0-T40.4,T40.6)",343,346,100,0.0230906886797899,
OR,OR,2015,March,"Opioids (T40.0-T40.4,T40.6)",339,342,100,0.0230063555057085,
OR,OR,2015,April,"Opioids (T40.0-T40.4,T40.6)",341,344,100,0.0200469671802509,
OR,OR,2015,May,"Opioids (T40.0-T40.4,T40.6)",326,329,100,0.0199101200295808,
OR,OR,2015,June,"Opioids (T40.0-T40.4,T40.6)",335,338,100,0.0226269940038466,
OR,OR,2015,July,"Opioids (T40.0-T40.4,T40.6)",331,334,100,0.0225542712151114,
OR,OR,2015,August,"Opioids (T40.0-T40.4,T40.6)",344,347,100,0.0225441018993406,
OR,OR,2015,September,"Opioids (T40.0-T40.4,T40.6)",351,354,100,0.0196822718965275,
OR,OR,2015,October,"Opioids (T40.0-T40.4,T40.6)",347,350,100,0.0169090294217112,
OR,OR,2015,November,"Opioids (T40.0-T40.4,T40.6)",340,343,100,0.0140335120267198,
OR,OR,2015,December,"Opioids (T40.0-T40.4,T40.6)",328,331,100,0.0223888951080264,
